Order #,Sent Date,Modifier,Option Group Name,Parent Menu Selection,Order ID
14,2024-06-01 12:12:00,Unlimited Fountain Drinks,Choose Your Drink,Grilled Cheese Sandwich,1-14
14,2024-06-01 12:12:00,Regular,Noods,Mac and Cheese,1-14
14,2024-06-01 12:12:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-14
14,2024-06-01 12:12:00,Brisket,Choose Your Meats,Mac and Cheese,1-14
14,2024-06-01 12:12:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-14
14,2024-06-01 12:12:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-14
14,2024-06-01 12:12:00,Hot Honey,Choose Your Drizzles,Mac and Cheese,1-14
14,2024-06-01 12:12:00,No Side,Choose Your Side,Mac and Cheese,1-14
14,2024-06-01 12:12:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-14
16,2024-06-01 12:20:00,Regular,Noods,Mac and Cheese,1-16
16,2024-06-01 12:20:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-16
16,2024-06-01 12:20:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-16
16,2024-06-01 12:20:00,Brisket,Choose Your Meats,Mac and Cheese,1-16
16,2024-06-01 12:20:00,Onions,Choose Your Toppings,Mac and Cheese,1-16
16,2024-06-01 12:20:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-16
16,2024-06-01 12:20:00,No Side,Choose Your Side,Mac and Cheese,1-16
16,2024-06-01 12:20:00,Diet Coke,Choose Your Drink,Mac and Cheese,1-16
18,2024-06-01 12:25:00,Regular,Noods,Mac and Cheese,1-18
18,2024-06-01 12:25:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-18
18,2024-06-01 12:25:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-18
18,2024-06-01 12:25:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-18
18,2024-06-01 12:25:00,Pesto,Choose Your Drizzles,Mac and Cheese,1-18
18,2024-06-01 12:25:00,Garlic Bread,Choose Your Side,Mac and Cheese,1-18
18,2024-06-01 12:25:00,Dr. Pepper,Choose Your Drink,Mac and Cheese,1-18
17,2024-06-01 12:26:00,Regular,Noods,Mac and Cheese,1-17
17,2024-06-01 12:26:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-17
17,2024-06-01 12:26:00,No Meat,Choose Your Meats,Mac and Cheese,1-17
17,2024-06-01 12:26:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-17
17,2024-06-01 12:26:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-17
17,2024-06-01 12:26:00,No Side,Choose Your Side,Mac and Cheese,1-17
17,2024-06-01 12:26:00,No Drink,Choose Your Drink,Mac and Cheese,1-17
19,2024-06-01 12:35:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-19
19,2024-06-01 12:35:00,Cheddar Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-19
19,2024-06-01 12:35:00,Pulled Pork,Choose Your Meats,Grilled Cheese Sandwich,1-19
19,2024-06-01 12:35:00,No Toppings,Choose Your Toppings,Grilled Cheese Sandwich,1-19
19,2024-06-01 12:35:00,No Drizzle,Choose Your Drizzles,Grilled Cheese Sandwich,1-19
19,2024-06-01 12:35:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-19
19,2024-06-01 12:35:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-19
19,2024-06-01 12:35:00,Regular,Noods,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Brisket,Choose Your Meats,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Bacon,Choose Your Meats,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-19
19,2024-06-01 12:35:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Barq's Root Beer,Choose Your Drink,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Regular,Noods,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Brisket,Choose Your Meats,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Bacon,Choose Your Meats,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Pesto,Choose Your Drizzles,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-19
19,2024-06-01 12:35:00,Dr. Pepper,Choose Your Drink,Mac and Cheese,1-19
21,2024-06-01 12:52:00,Regular,Noods,Mac and Cheese,1-21
21,2024-06-01 12:52:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-21
21,2024-06-01 12:52:00,No Meat,Choose Your Meats,Mac and Cheese,1-21
21,2024-06-01 12:52:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-21
21,2024-06-01 12:52:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-21
21,2024-06-01 12:52:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-21
21,2024-06-01 12:52:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-21
22,2024-06-01 12:53:00,Water,Choose Your Drink,Drinks,1-22
20,2024-06-01 12:53:00,Regular,Noods,Mac and Cheese,1-20
20,2024-06-01 12:53:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-20
20,2024-06-01 12:53:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-20
20,2024-06-01 12:53:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-20
20,2024-06-01 12:53:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-20
20,2024-06-01 12:53:00,Any Bag Of Chips,Choose Your Side,Mac and Cheese,1-20
20,2024-06-01 12:53:00,Sprite,Choose Your Drink,Mac and Cheese,1-20
24,2024-06-01 13:03:00,Regular,Noods,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Pesto,Choose Your Drizzles,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Regular,Noods,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Bacon,Choose Your Meats,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-24
24,2024-06-01 13:03:00,No Side,Choose Your Side,Mac and Cheese,1-24
24,2024-06-01 13:03:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-24
25,2024-06-01 14:05:00,Regular,Noods,Mac and Cheese,1-25
25,2024-06-01 14:05:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-25
25,2024-06-01 14:05:00,Pulled Pork,Choose Your Meats,Mac and Cheese,1-25
25,2024-06-01 14:05:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-25
25,2024-06-01 14:05:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-25
25,2024-06-01 14:05:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-25
25,2024-06-01 14:05:00,Hot Honey,Choose Your Drizzles,Mac and Cheese,1-25
25,2024-06-01 14:05:00,No Side,Choose Your Side,Mac and Cheese,1-25
25,2024-06-01 14:05:00,No Drink,Choose Your Drink,Mac and Cheese,1-25
26,2024-06-01 14:20:00,Regular,Noods,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Bacon,Choose Your Meats,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-26
26,2024-06-01 14:20:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-26
29,2024-06-01 14:31:00,Regular,Noods,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Bacon,Choose Your Meats,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Any Bag Of Chips,Choose Your Side,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Regular,Noods,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Brisket,Choose Your Meats,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Garlic Bread,Choose Your Side,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Regular,Noods,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Corn,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Cheesecake,Choose Your Side,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Regular,Noods,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Brisket,Choose Your Meats,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Bacon,Choose Your Meats,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-29
29,2024-06-01 14:31:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-29
30,2024-06-01 14:31:00,Regular,Noods,Mac and Cheese,1-30
30,2024-06-01 14:31:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-30
30,2024-06-01 14:31:00,No Meat,Choose Your Meats,Mac and Cheese,1-30
30,2024-06-01 14:31:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-30
30,2024-06-01 14:31:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-30
30,2024-06-01 14:31:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-30
30,2024-06-01 14:31:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-30
30,2024-06-01 14:31:00,No Side,Choose Your Side,Mac and Cheese,1-30
30,2024-06-01 14:31:00,No Drink,Choose Your Drink,Mac and Cheese,1-30
32,2024-06-01 14:36:00,Gluten-Free (ask store for safe toppings),Noods,Mac and Cheese,1-32
32,2024-06-01 14:36:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-32
32,2024-06-01 14:36:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-32
32,2024-06-01 14:36:00,Onions,Choose Your Toppings,Mac and Cheese,1-32
32,2024-06-01 14:36:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-32
32,2024-06-01 14:36:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-32
32,2024-06-01 14:36:00,No Side,Choose Your Side,Mac and Cheese,1-32
32,2024-06-01 14:36:00,No Drink,Choose Your Drink,Mac and Cheese,1-32
33,2024-06-01 15:18:00,Cheesecake,Choose Your Side,Sides/Desserts,1-33
33,2024-06-01 15:18:00,Regular,Noods,Mac and Cheese,1-33
33,2024-06-01 15:18:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-33
33,2024-06-01 15:18:00,Ham,Choose Your Meats,Mac and Cheese,1-33
33,2024-06-01 15:18:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-33
33,2024-06-01 15:18:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-33
33,2024-06-01 15:18:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-33
33,2024-06-01 15:18:00,Powerade - Blue Mountain Berry Blast,Choose Your Drink,Mac and Cheese,1-33
34,2024-06-01 15:35:00,Regular,Noods,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-34
34,2024-06-01 15:35:00,No Meat,Choose Your Meats,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-34
34,2024-06-01 15:35:00,No Side,Choose Your Side,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Regular,Noods,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-34
34,2024-06-01 15:35:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-34
34,2024-06-01 15:35:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-34
35,2024-06-01 16:30:00,Regular,Noods,Mac and Cheese,1-35
35,2024-06-01 16:30:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-35
35,2024-06-01 16:30:00,No Meat,Choose Your Meats,Mac and Cheese,1-35
35,2024-06-01 16:30:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-35
35,2024-06-01 16:30:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-35
35,2024-06-01 16:30:00,No Side,Choose Your Side,Mac and Cheese,1-35
35,2024-06-01 16:30:00,No Drink,Choose Your Drink,Mac and Cheese,1-35
36,2024-06-01 16:31:00,Regular,Noods,Mac and Cheese,1-36
36,2024-06-01 16:31:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-36
36,2024-06-01 16:31:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-36
36,2024-06-01 16:31:00,Bacon,Choose Your Meats,Mac and Cheese,1-36
36,2024-06-01 16:31:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-36
36,2024-06-01 16:31:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-36
36,2024-06-01 16:31:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-36
