Order #,Sent Date,Modifier,Option Group Name,Parent Menu Selection,Order ID
12,2024-08-01 12:12:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-12
12,2024-08-01 12:12:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-12
12,2024-08-01 12:12:00,No Side,Choose Your Side,Mac and Cheese,1-12
12,2024-08-01 12:12:00,No Drink,Choose Your Drink,Mac and Cheese,1-12
14,2024-08-01 12:25:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,Cheddar Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,Brisket,Choose Your Meats,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,Onions,Choose Your Toppings,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,Mushrooms,Choose Your Toppings,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,Pineapple,Choose Your Toppings,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,No Drizzle,Choose Your Drizzles,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-14
14,2024-08-01 12:25:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-14
13,2024-08-01 12:25:00,Melted Parmesan,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Pepper Jack Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Brisket,Choose Your Meats,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Onions,Choose Your Toppings,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Jalapenos,Choose Your Toppings,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Tomatoes,Choose Your Toppings,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Bell Peppers,Choose Your Toppings,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Pineapple,Choose Your Toppings,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Parmesan,Choose Your Toppings,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Breadcrumbs,Choose Your Toppings,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,BBQ,Choose Your Drizzles,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,Hot Honey,Choose Your Drizzles,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-13
13,2024-08-01 12:25:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-13
15,2024-08-01 12:27:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-15
15,2024-08-01 12:27:00,No Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-15
15,2024-08-01 12:27:00,Bacon,Choose Your Meats,Grilled Cheese Sandwich,1-15
15,2024-08-01 12:27:00,No Toppings,Choose Your Toppings,Grilled Cheese Sandwich,1-15
15,2024-08-01 12:27:00,No Drizzle,Choose Your Drizzles,Grilled Cheese Sandwich,1-15
15,2024-08-01 12:27:00,Cheesy Garlic Bread,Choose Your Side,Grilled Cheese Sandwich,1-15
15,2024-08-01 12:27:00,Water,Choose Your Drink,Grilled Cheese Sandwich,1-15
15,2024-08-01 12:27:00,Regular,Noods,Mac and Cheese,1-15
15,2024-08-01 12:27:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-15
15,2024-08-01 12:27:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-15
15,2024-08-01 12:27:00,Corn,Choose Your Toppings,Mac and Cheese,1-15
15,2024-08-01 12:27:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-15
15,2024-08-01 12:27:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-15
15,2024-08-01 12:27:00,No Drink,Choose Your Drink,Mac and Cheese,1-15
16,2024-08-01 12:35:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-16
16,2024-08-01 12:35:00,Cheddar Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-16
16,2024-08-01 12:35:00,Pulled Pork,Choose Your Meats,Grilled Cheese Sandwich,1-16
16,2024-08-01 12:35:00,No Toppings,Choose Your Toppings,Grilled Cheese Sandwich,1-16
16,2024-08-01 12:35:00,BBQ,Choose Your Drizzles,Grilled Cheese Sandwich,1-16
16,2024-08-01 12:35:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-16
16,2024-08-01 12:35:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-16
17,2024-08-01 12:45:00,Regular,Noods,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Ham,Choose Your Meats,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Onions,Choose Your Toppings,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-17
17,2024-08-01 12:45:00,Hot Honey,Choose Your Drizzles,Mac and Cheese,1-17
17,2024-08-01 12:45:00,No Side,Choose Your Side,Mac and Cheese,1-17
17,2024-08-01 12:45:00,No Drink,Choose Your Drink,Mac and Cheese,1-17
18,2024-08-01 13:05:00,Regular,Noods,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Cheddar,Mix Bases,MIX,1-18
18,2024-08-01 13:05:00,Pepper Jack,Mix Bases,MIX,1-18
18,2024-08-01 13:05:00,MIX,Choose Your Cheese,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Bacon,Choose Your Meats,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Regular,Noods,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Cheddar,Mix Bases,MIX,1-18
18,2024-08-01 13:05:00,Pepper Jack,Mix Bases,MIX,1-18
18,2024-08-01 13:05:00,MIX,Choose Your Cheese,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Brisket,Choose Your Meats,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Onions,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-18
18,2024-08-01 13:05:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Hot Honey,Choose Your Drizzles,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-18
18,2024-08-01 13:05:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-18
20,2024-08-01 13:09:00,Cheesy Garlic Bread,Choose Your Side,Sides/Desserts,1-20
20,2024-08-01 13:09:00,Regular,Noods,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Onions,Choose Your Toppings,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Pesto,Choose Your Drizzles,Mac and Cheese,1-20
20,2024-08-01 13:09:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-20
20,2024-08-01 13:09:00,No Drink,Choose Your Drink,Mac and Cheese,1-20
21,2024-08-01 13:17:00,Regular,Noods,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Cheddar,Mix Bases,MIX,1-21
21,2024-08-01 13:17:00,Pepper Jack,Mix Bases,MIX,1-21
21,2024-08-01 13:17:00,MIX,Choose Your Cheese,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Brisket,Choose Your Meats,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-21
21,2024-08-01 13:17:00,No Side,Choose Your Side,Mac and Cheese,1-21
21,2024-08-01 13:17:00,No Drink,Choose Your Drink,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Regular,Noods,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Pepper Jack,Mix Bases,MIX,1-21
21,2024-08-01 13:17:00,Alfredo,Mix Bases,MIX,1-21
21,2024-08-01 13:17:00,MIX,Choose Your Cheese,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Bacon,Choose Your Meats,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Corn,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-21
21,2024-08-01 13:17:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-21
21,2024-08-01 13:17:00,No Side,Choose Your Side,Mac and Cheese,1-21
21,2024-08-01 13:17:00,No Drink,Choose Your Drink,Mac and Cheese,1-21
22,2024-08-01 13:18:00,Regular,Noods,Mac and Cheese,1-22
22,2024-08-01 13:18:00,Cheddar,Mix Bases,MIX,1-22
22,2024-08-01 13:18:00,Alfredo,Mix Bases,MIX,1-22
22,2024-08-01 13:18:00,MIX,Choose Your Cheese,Mac and Cheese,1-22
22,2024-08-01 13:18:00,Brisket,Choose Your Meats,Mac and Cheese,1-22
22,2024-08-01 13:18:00,Onions,Choose Your Toppings,Mac and Cheese,1-22
22,2024-08-01 13:18:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-22
22,2024-08-01 13:18:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-22
22,2024-08-01 13:18:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-22
22,2024-08-01 13:18:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-22
22,2024-08-01 13:18:00,No Side,Choose Your Side,Mac and Cheese,1-22
22,2024-08-01 13:18:00,No Drink,Choose Your Drink,Mac and Cheese,1-22
23,2024-08-01 13:38:00,Regular,Noods,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-23
23,2024-08-01 13:38:00,No Meat,Choose Your Meats,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-23
23,2024-08-01 13:38:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-23
23,2024-08-01 13:38:00,No Side,Choose Your Side,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Water,Choose Your Drink,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Regular,Noods,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Cheddar,Mix Bases,MIX,1-23
23,2024-08-01 13:38:00,Alfredo,Mix Bases,MIX,1-23
23,2024-08-01 13:38:00,MIX,Choose Your Cheese,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Brisket,Choose Your Meats,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Corn,Choose Your Toppings,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-23
23,2024-08-01 13:38:00,No Side,Choose Your Side,Mac and Cheese,1-23
23,2024-08-01 13:38:00,Water,Choose Your Drink,Mac and Cheese,1-23
24,2024-08-01 13:42:00,Regular,Noods,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Cheddar,Mix Bases,MIX,1-24
24,2024-08-01 13:42:00,Alfredo,Mix Bases,MIX,1-24
24,2024-08-01 13:42:00,MIX,Choose Your Cheese,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Brisket,Choose Your Meats,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Corn,Choose Your Toppings,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Pineapple,Choose Your Toppings,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-24
24,2024-08-01 13:42:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Any Bag Of Chips,Choose Your Side,Mac and Cheese,1-24
24,2024-08-01 13:42:00,No Drink,Choose Your Drink,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Regular,Noods,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Cheddar,Mix Bases,MIX,1-24
24,2024-08-01 13:42:00,Pepper Jack,Mix Bases,MIX,1-24
24,2024-08-01 13:42:00,MIX,Choose Your Cheese,Mac and Cheese,1-24
24,2024-08-01 13:42:00,No Meat,Choose Your Meats,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-24
24,2024-08-01 13:42:00,Cheesecake,Choose Your Side,Mac and Cheese,1-24
24,2024-08-01 13:42:00,No Drink,Choose Your Drink,Mac and Cheese,1-24
19,2024-08-01 13:46:00,"Buffalo Chicken (Cheddar, Chicken, Onions, Buffalo)",Mac and Cheese Options,Mac and Cheese Party Tray (Plus FREE Garlic Bread),1-19
19,2024-08-01 13:46:00,"Texas BBQ (Pepper Jack, Brisket, Jalapenos, BBQ)",Mac and Cheese Options,Mac and Cheese Party Tray (Plus FREE Garlic Bread),1-19
19,2024-08-01 13:46:00,"Garden Mac (Cheddar, Broccoli, Tomatos, Ranch)",Mac and Cheese Options,Mac and Cheese Party Tray (Plus FREE Garlic Bread),1-19
19,2024-08-01 13:46:00,"Chicken Bacon Ranch (Cheddar, Chicken, Bacon, Ranch)",Mac and Cheese Options,Mac and Cheese Party Tray (Plus FREE Garlic Bread),1-19
19,2024-08-01 13:46:00,"Classic Mac (Cheddar, Breadcrumbs, Garlic Parmesan)",Mac and Cheese Options,Mac and Cheese Party Tray (Plus FREE Garlic Bread),1-19
19,2024-08-01 13:46:00,I DO NOT NEED UTENSILS (Save waste!),Utensils?,Mac and Cheese Party Tray (Plus FREE Garlic Bread),1-19
25,2024-08-01 14:07:00,Regular,Noods,Mac and Cheese,1-25
25,2024-08-01 14:07:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-25
25,2024-08-01 14:07:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-25
25,2024-08-01 14:07:00,Corn,Choose Your Toppings,Mac and Cheese,1-25
25,2024-08-01 14:07:00,Onions,Choose Your Toppings,Mac and Cheese,1-25
25,2024-08-01 14:07:00,Pineapple,Choose Your Toppings,Mac and Cheese,1-25
25,2024-08-01 14:07:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-25
25,2024-08-01 14:07:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-25
25,2024-08-01 14:07:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-25
25,2024-08-01 14:07:00,No Side,Choose Your Side,Mac and Cheese,1-25
25,2024-08-01 14:07:00,No Drink,Choose Your Drink,Mac and Cheese,1-25
28,2024-08-01 14:23:00,Regular,Noods,Mac and Cheese,1-28
28,2024-08-01 14:23:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-28
28,2024-08-01 14:23:00,Bacon,Choose Your Meats,Mac and Cheese,1-28
28,2024-08-01 14:23:00,Onions,Choose Your Toppings,Mac and Cheese,1-28
28,2024-08-01 14:23:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-28
28,2024-08-01 14:23:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-28
28,2024-08-01 14:23:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-28
28,2024-08-01 14:23:00,No Side,Choose Your Side,Mac and Cheese,1-28
28,2024-08-01 14:23:00,Apple Juice,Choose Your Drink,Mac and Cheese,1-28
26,2024-08-01 14:24:00,Regular,Noods,Mac and Cheese,1-26
26,2024-08-01 14:24:00,Cheddar,Mix Bases,MIX,1-26
26,2024-08-01 14:24:00,Pepper Jack,Mix Bases,MIX,1-26
