Order #,Sent Date,Modifier,Option Group Name,Parent Menu Selection,Order ID
10,2024-07-01 11:37:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-10
9,2024-07-01 11:38:00,Regular,Noods,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Corn,Choose Your Toppings,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Onions,Choose Your Toppings,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Garlic Bread,Choose Your Side,Mac and Cheese,1-9
9,2024-07-01 11:38:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-9
11,2024-07-01 11:41:00,Regular,Noods,Mac and Cheese,1-11
11,2024-07-01 11:41:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-11
11,2024-07-01 11:41:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-11
11,2024-07-01 11:41:00,Onions,Choose Your Toppings,Mac and Cheese,1-11
11,2024-07-01 11:41:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-11
11,2024-07-01 11:41:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-11
11,2024-07-01 11:41:00,No Side,Choose Your Side,Mac and Cheese,1-11
11,2024-07-01 11:41:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-11
14,2024-07-01 11:48:00,Regular,Noods,Mac and Cheese,1-14
14,2024-07-01 11:48:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-14
14,2024-07-01 11:48:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-14
14,2024-07-01 11:48:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-14
14,2024-07-01 11:48:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-14
14,2024-07-01 11:48:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-14
14,2024-07-01 11:48:00,No Side,Choose Your Side,Mac and Cheese,1-14
14,2024-07-01 11:48:00,No Drink,Choose Your Drink,Mac and Cheese,1-14
13,2024-07-01 11:51:00,Regular,Noods,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Brisket,Choose Your Meats,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-13
13,2024-07-01 11:51:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-13
13,2024-07-01 11:51:00,No Side,Choose Your Side,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Water,Choose Your Drink,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Regular,Noods,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-13
13,2024-07-01 11:51:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-13
15,2024-07-01 11:51:00,Regular,Noods,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Pesto,Choose Your Drizzles,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-15
15,2024-07-01 11:51:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-15
16,2024-07-01 11:51:00,Regular,Noods,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Brisket,Choose Your Meats,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Corn,Choose Your Toppings,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-16
16,2024-07-01 11:51:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-16
17,2024-07-01 11:54:00,Regular,Noods,Mac and Cheese,1-17
17,2024-07-01 11:54:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-17
17,2024-07-01 11:54:00,Pulled Pork,Choose Your Meats,Mac and Cheese,1-17
17,2024-07-01 11:54:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-17
17,2024-07-01 11:54:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-17
17,2024-07-01 11:54:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-17
17,2024-07-01 11:54:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-17
17,2024-07-01 11:54:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-17
17,2024-07-01 11:54:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-17
17,2024-07-01 11:54:00,No Side,Choose Your Side,Mac and Cheese,1-17
17,2024-07-01 11:54:00,No Drink,Choose Your Drink,Mac and Cheese,1-17
18,2024-07-01 11:58:00,Regular,Noods,Mac and Cheese,1-18
18,2024-07-01 11:58:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-18
18,2024-07-01 11:58:00,No Meat,Choose Your Meats,Mac and Cheese,1-18
18,2024-07-01 11:58:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-18
18,2024-07-01 11:58:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-18
18,2024-07-01 11:58:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-18
18,2024-07-01 11:58:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-18
18,2024-07-01 11:58:00,No Side,Choose Your Side,Mac and Cheese,1-18
18,2024-07-01 11:58:00,No Drink,Choose Your Drink,Mac and Cheese,1-18
18,2024-07-01 11:58:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-18
18,2024-07-01 11:58:00,No Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-18
18,2024-07-01 11:58:00,No Meat,Choose Your Meats,Grilled Cheese Sandwich,1-18
18,2024-07-01 11:58:00,Mushrooms,Choose Your Toppings,Grilled Cheese Sandwich,1-18
18,2024-07-01 11:58:00,No Drizzle,Choose Your Drizzles,Grilled Cheese Sandwich,1-18
18,2024-07-01 11:58:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-18
18,2024-07-01 11:58:00,Unlimited Fountain Drinks,Choose Your Drink,Grilled Cheese Sandwich,1-18
21,2024-07-01 12:07:00,Regular,Noods,Mac and Cheese,1-21
21,2024-07-01 12:07:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-21
21,2024-07-01 12:07:00,Pulled Pork,Choose Your Meats,Mac and Cheese,1-21
21,2024-07-01 12:07:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-21
21,2024-07-01 12:07:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-21
21,2024-07-01 12:07:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-21
21,2024-07-01 12:07:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-21
21,2024-07-01 12:07:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-21
20,2024-07-01 12:07:00,Regular,Noods,Mac and Cheese,1-20
20,2024-07-01 12:07:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-20
20,2024-07-01 12:07:00,Pulled Pork,Choose Your Meats,Mac and Cheese,1-20
20,2024-07-01 12:07:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-20
20,2024-07-01 12:07:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-20
20,2024-07-01 12:07:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-20
20,2024-07-01 12:07:00,No Side,Choose Your Side,Mac and Cheese,1-20
20,2024-07-01 12:07:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-20
23,2024-07-01 12:17:00,Regular,Noods,Mac and Cheese,1-23
23,2024-07-01 12:17:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-23
23,2024-07-01 12:17:00,Pulled Pork,Choose Your Meats,Mac and Cheese,1-23
23,2024-07-01 12:17:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-23
23,2024-07-01 12:17:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-23
23,2024-07-01 12:17:00,No Side,Choose Your Side,Mac and Cheese,1-23
23,2024-07-01 12:17:00,Water,Choose Your Drink,Mac and Cheese,1-23
22,2024-07-01 12:17:00,Regular,Noods,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Onions,Choose Your Toppings,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-22
22,2024-07-01 12:17:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-22
24,2024-07-01 12:23:00,Regular,Noods,Mac and Cheese,1-24
24,2024-07-01 12:23:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-24
24,2024-07-01 12:23:00,Bacon,Choose Your Meats,Mac and Cheese,1-24
24,2024-07-01 12:23:00,Onions,Choose Your Toppings,Mac and Cheese,1-24
24,2024-07-01 12:23:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-24
24,2024-07-01 12:23:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-24
24,2024-07-01 12:23:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-24
24,2024-07-01 12:23:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-24
24,2024-07-01 12:23:00,No Side,Choose Your Side,Mac and Cheese,1-24
24,2024-07-01 12:23:00,No Drink,Choose Your Drink,Mac and Cheese,1-24
25,2024-07-01 12:32:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-25
25,2024-07-01 12:32:00,Cheddar Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-25
25,2024-07-01 12:32:00,No Meat,Choose Your Meats,Grilled Cheese Sandwich,1-25
25,2024-07-01 12:32:00,No Toppings,Choose Your Toppings,Grilled Cheese Sandwich,1-25
25,2024-07-01 12:32:00,No Drizzle,Choose Your Drizzles,Grilled Cheese Sandwich,1-25
25,2024-07-01 12:32:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-25
25,2024-07-01 12:32:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-25
25,2024-07-01 12:32:00,Regular,Noods,Mac and Cheese,1-25
25,2024-07-01 12:32:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-25
25,2024-07-01 12:32:00,Bacon,Choose Your Meats,Mac and Cheese,1-25
25,2024-07-01 12:32:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-25
25,2024-07-01 12:32:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-25
25,2024-07-01 12:32:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-25
25,2024-07-01 12:32:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-25
25,2024-07-01 12:32:00,Barq's Root Beer,Choose Your Drink,Mac and Cheese,1-25
26,2024-07-01 12:48:00,Regular,Noods,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Bacon,Choose Your Meats,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Onions,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Side Mac,Choose Your Side,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Doritos,Choose Your Side,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Diet Coke,Choose Your Drink,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Regular,Noods,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Brisket,Choose Your Meats,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Corn,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Onions,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Pineapple,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Pesto,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Cheesecake,Choose Your Side,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Dr. Pepper,Choose Your Drink,Mac and Cheese,1-26
26,2024-07-01 12:48:00,Cheesy Garlic Bread,Choose Your Side,Sides/Desserts,1-26
27,2024-07-01 12:56:00,Regular,Noods,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Bacon,Choose Your Meats,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-27
27,2024-07-01 12:56:00,No Side,Choose Your Side,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Regular,Noods,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Brisket,Choose Your Meats,Mac and Cheese,1-27
27,2024-07-01 12:56:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-27
27,2024-07-01 12:56:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Cheesecake,Choose Your Side,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Regular,Noods,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Brisket,Choose Your Meats,Mac and Cheese,1-27
27,2024-07-01 12:56:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-27
27,2024-07-01 12:56:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-27
27,2024-07-01 12:56:00,No Side,Choose Your Side,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Regular,Noods,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Brisket,Choose Your Meats,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Bacon,Choose Your Meats,Mac and Cheese,1-27
27,2024-07-01 12:56:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-27
27,2024-07-01 12:56:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Cheesecake,Choose Your Side,Mac and Cheese,1-27
27,2024-07-01 12:56:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-27
28,2024-07-01 13:07:00,Regular,Noods,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Brisket,Choose Your Meats,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Bacon,Choose Your Meats,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Onions,Choose Your Toppings,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Garlic Bread,Choose Your Side,Mac and Cheese,1-28
28,2024-07-01 13:07:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-28
29,2024-07-01 13:11:00,Regular,Noods,Mac and Cheese,1-29
29,2024-07-01 13:11:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-29
29,2024-07-01 13:11:00,No Meat,Choose Your Meats,Mac and Cheese,1-29
29,2024-07-01 13:11:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-29
