Order #,Sent Date,Modifier,Option Group Name,Parent Menu Selection,Order ID
11,2024-05-01 11:33:00,Regular,Noods,Mac and Cheese,1-11
11,2024-05-01 11:33:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-11
11,2024-05-01 11:33:00,No Meat,Choose Your Meats,Mac and Cheese,1-11
11,2024-05-01 11:33:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-11
11,2024-05-01 11:33:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-11
11,2024-05-01 11:33:00,Garlic Bread,Choose Your Side,Mac and Cheese,1-11
11,2024-05-01 11:33:00,No Drink,Choose Your Drink,Mac and Cheese,1-11
5,2024-05-01 11:34:00,Regular,Noods,Mac and Cheese,1-5
5,2024-05-01 11:34:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-5
10,2024-05-01 11:34:00,Regular,Noods,Mac and Cheese,1-10
10,2024-05-01 11:34:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-10
10,2024-05-01 11:34:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-10
10,2024-05-01 11:34:00,Bacon,Choose Your Meats,Mac and Cheese,1-10
10,2024-05-01 11:34:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-10
10,2024-05-01 11:34:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-10
10,2024-05-01 11:34:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-10
10,2024-05-01 11:34:00,No Side,Choose Your Side,Mac and Cheese,1-10
10,2024-05-01 11:34:00,No Drink,Choose Your Drink,Mac and Cheese,1-10
5,2024-05-01 11:34:00,Brisket,Choose Your Meats,Mac and Cheese,1-5
5,2024-05-01 11:34:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-5
5,2024-05-01 11:34:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-5
5,2024-05-01 11:34:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-5
5,2024-05-01 11:34:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-5
5,2024-05-01 11:34:00,Pesto,Choose Your Drizzles,Mac and Cheese,1-5
5,2024-05-01 11:34:00,No Side,Choose Your Side,Mac and Cheese,1-5
5,2024-05-01 11:34:00,No Drink,Choose Your Drink,Mac and Cheese,1-5
5,2024-05-01 11:34:00,No Drink,Choose Your Drink,Drinks,1-5
12,2024-05-01 11:35:00,Regular,Noods,Mac and Cheese,1-12
12,2024-05-01 11:35:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-12
12,2024-05-01 11:35:00,Brisket,Choose Your Meats,Mac and Cheese,1-12
12,2024-05-01 11:35:00,Onions,Choose Your Toppings,Mac and Cheese,1-12
12,2024-05-01 11:35:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-12
12,2024-05-01 11:35:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-12
12,2024-05-01 11:35:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-12
12,2024-05-01 11:35:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-12
12,2024-05-01 11:35:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-12
12,2024-05-01 11:35:00,No Side,Choose Your Side,Mac and Cheese,1-12
12,2024-05-01 11:35:00,No Drink,Choose Your Drink,Mac and Cheese,1-12
13,2024-05-01 11:36:00,Regular,Noods,Mac and Cheese,1-13
13,2024-05-01 11:36:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-13
13,2024-05-01 11:36:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-13
13,2024-05-01 11:36:00,Bacon,Choose Your Meats,Mac and Cheese,1-13
13,2024-05-01 11:36:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-13
13,2024-05-01 11:36:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-13
13,2024-05-01 11:36:00,Garlic Bread,Choose Your Side,Mac and Cheese,1-13
13,2024-05-01 11:36:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-13
15,2024-05-01 11:46:00,Regular,Noods,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Corn,Choose Your Toppings,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Onions,Choose Your Toppings,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Ranch,Choose Your Drizzles,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-15
15,2024-05-01 11:46:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-15
16,2024-05-01 11:51:00,Regular,Noods,Mac and Cheese,1-16
16,2024-05-01 11:51:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-16
16,2024-05-01 11:51:00,Brisket,Choose Your Meats,Mac and Cheese,1-16
16,2024-05-01 11:51:00,Onions,Choose Your Toppings,Mac and Cheese,1-16
16,2024-05-01 11:51:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-16
16,2024-05-01 11:51:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-16
16,2024-05-01 11:51:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-16
16,2024-05-01 11:51:00,No Drink,Choose Your Drink,Mac and Cheese,1-16
18,2024-05-01 11:53:00,Regular,Noods,Mac and Cheese,1-18
18,2024-05-01 11:53:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-18
18,2024-05-01 11:53:00,No Meat,Choose Your Meats,Mac and Cheese,1-18
18,2024-05-01 11:53:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-18
18,2024-05-01 11:53:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-18
18,2024-05-01 11:53:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-18
18,2024-05-01 11:53:00,No Drink,Choose Your Drink,Mac and Cheese,1-18
17,2024-05-01 11:54:00,Regular,Noods,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-17
17,2024-05-01 11:54:00,No Meat,Choose Your Meats,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Corn,Choose Your Toppings,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Onions,Choose Your Toppings,Mac and Cheese,1-17
17,2024-05-01 11:54:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Regular,Noods,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Brisket,Choose Your Meats,Mac and Cheese,1-17
17,2024-05-01 11:54:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-17
17,2024-05-01 11:54:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-17
17,2024-05-01 11:54:00,No Side,Choose Your Side,Mac and Cheese,1-17
17,2024-05-01 11:54:00,No Drink,Choose Your Drink,Mac and Cheese,1-17
23,2024-05-01 11:55:00,Regular,Noods,Mac and Cheese,1-23
23,2024-05-01 11:55:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-23
23,2024-05-01 11:55:00,No Meat,Choose Your Meats,Mac and Cheese,1-23
23,2024-05-01 11:55:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-23
23,2024-05-01 11:55:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-23
23,2024-05-01 11:55:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-23
23,2024-05-01 11:55:00,No Drink,Choose Your Drink,Mac and Cheese,1-23
20,2024-05-01 11:55:00,Regular,Noods,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Brisket,Choose Your Meats,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Corn,Choose Your Toppings,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Onions,Choose Your Toppings,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-20
20,2024-05-01 11:55:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-20
20,2024-05-01 11:55:00,No Side,Choose Your Side,Mac and Cheese,1-20
20,2024-05-01 11:55:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-20
21,2024-05-01 11:57:00,Regular,Noods,Mac and Cheese,1-21
21,2024-05-01 11:57:00,Alfredo,Choose Your Cheese,Mac and Cheese,1-21
21,2024-05-01 11:57:00,No Meat,Choose Your Meats,Mac and Cheese,1-21
21,2024-05-01 11:57:00,Bacon,Choose Your Meats,Mac and Cheese,1-21
21,2024-05-01 11:57:00,Corn,Choose Your Toppings,Mac and Cheese,1-21
21,2024-05-01 11:57:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-21
21,2024-05-01 11:57:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-21
21,2024-05-01 11:57:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-21
21,2024-05-01 11:57:00,No Side,Choose Your Side,Mac and Cheese,1-21
21,2024-05-01 11:57:00,No Drink,Choose Your Drink,Mac and Cheese,1-21
22,2024-05-01 11:57:00,Regular,Noods,Mac and Cheese,1-22
22,2024-05-01 11:57:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-22
22,2024-05-01 11:57:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-22
22,2024-05-01 11:57:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-22
22,2024-05-01 11:57:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-22
22,2024-05-01 11:57:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-22
22,2024-05-01 11:57:00,No Side,Choose Your Side,Mac and Cheese,1-22
22,2024-05-01 11:57:00,No Drink,Choose Your Drink,Mac and Cheese,1-22
19,2024-05-01 11:57:00,Regular,Noods,Mac and Cheese,1-19
19,2024-05-01 11:57:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-19
19,2024-05-01 11:57:00,Pulled Pork,Choose Your Meats,Mac and Cheese,1-19
19,2024-05-01 11:57:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-19
19,2024-05-01 11:57:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-19
19,2024-05-01 11:57:00,No Side,Choose Your Side,Mac and Cheese,1-19
19,2024-05-01 11:57:00,No Drink,Choose Your Drink,Mac and Cheese,1-19
19,2024-05-01 11:57:00,Melted Pepper Jack,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-19
19,2024-05-01 11:57:00,No Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-19
19,2024-05-01 11:57:00,Pulled Pork,Choose Your Meats,Grilled Cheese Sandwich,1-19
19,2024-05-01 11:57:00,Onions,Choose Your Toppings,Grilled Cheese Sandwich,1-19
19,2024-05-01 11:57:00,Garlic Parmesan,Choose Your Drizzles,Grilled Cheese Sandwich,1-19
19,2024-05-01 11:57:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-19
19,2024-05-01 11:57:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-19
19,2024-05-01 11:57:00,Regular,Noods,Mac and Cheese,1-19
19,2024-05-01 11:57:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-19
19,2024-05-01 11:57:00,No Meat,Choose Your Meats,Mac and Cheese,1-19
19,2024-05-01 11:57:00,No Toppings,Choose Your Toppings,Mac and Cheese,1-19
19,2024-05-01 11:57:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-19
19,2024-05-01 11:57:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-19
19,2024-05-01 11:57:00,No Side,Choose Your Side,Mac and Cheese,1-19
19,2024-05-01 11:57:00,No Drink,Choose Your Drink,Mac and Cheese,1-19
26,2024-05-01 12:02:00,Regular,Noods,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-26
26,2024-05-01 12:02:00,No Meat,Choose Your Meats,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Corn,Choose Your Toppings,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Onions,Choose Your Toppings,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Buffalo,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Hot Honey,Choose Your Drizzles,Mac and Cheese,1-26
26,2024-05-01 12:02:00,No Side,Choose Your Side,Mac and Cheese,1-26
26,2024-05-01 12:02:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-26
24,2024-05-01 12:03:00,Regular,Noods,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Brisket,Choose Your Meats,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Corn,Choose Your Toppings,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Onions,Choose Your Toppings,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-24
24,2024-05-01 12:03:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-24
24,2024-05-01 12:03:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-24
24,2024-05-01 12:03:00,No Side,Choose Your Side,Mac and Cheese,1-24
24,2024-05-01 12:03:00,No Drink,Choose Your Drink,Mac and Cheese,1-24
25,2024-05-01 12:03:00,Regular,Noods,Mac and Cheese,1-25
25,2024-05-01 12:03:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-25
25,2024-05-01 12:03:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-25
25,2024-05-01 12:03:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-25
25,2024-05-01 12:03:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-25
25,2024-05-01 12:03:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-25
25,2024-05-01 12:03:00,No Side,Choose Your Side,Mac and Cheese,1-25
25,2024-05-01 12:03:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-25
28,2024-05-01 12:04:00,Regular,Noods,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Brisket,Choose Your Meats,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Onions,Choose Your Toppings,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-28
28,2024-05-01 12:04:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-28
28,2024-05-01 12:04:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-28
28,2024-05-01 12:04:00,No Drink,Choose Your Drink,Mac and Cheese,1-28
27,2024-05-01 12:05:00,Regular,Noods,Mac and Cheese,1-27
27,2024-05-01 12:05:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-27
27,2024-05-01 12:05:00,Brisket,Choose Your Meats,Mac and Cheese,1-27
27,2024-05-01 12:05:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-27
27,2024-05-01 12:05:00,Onions,Choose Your Toppings,Mac and Cheese,1-27
27,2024-05-01 12:05:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-27
27,2024-05-01 12:05:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-27
27,2024-05-01 12:05:00,No Side,Choose Your Side,Mac and Cheese,1-27
27,2024-05-01 12:05:00,No Drink,Choose Your Drink,Mac and Cheese,1-27
29,2024-05-01 12:05:00,Regular,Noods,Mac and Cheese,1-29
29,2024-05-01 12:05:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-29
29,2024-05-01 12:05:00,Ham,Choose Your Meats,Mac and Cheese,1-29
29,2024-05-01 12:05:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-29
29,2024-05-01 12:05:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-29
29,2024-05-01 12:05:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-29
29,2024-05-01 12:05:00,Water,Choose Your Drink,Mac and Cheese,1-29
31,2024-05-01 12:06:00,Regular,Noods,Mac and Cheese,1-31
31,2024-05-01 12:06:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-31
31,2024-05-01 12:06:00,Bacon,Choose Your Meats,Mac and Cheese,1-31
31,2024-05-01 12:06:00,Bacon,Choose Your Meats,Mac and Cheese,1-31
31,2024-05-01 12:06:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-31
31,2024-05-01 12:06:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-31
31,2024-05-01 12:06:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-31
31,2024-05-01 12:06:00,No Side,Choose Your Side,Mac and Cheese,1-31
31,2024-05-01 12:06:00,No Drink,Choose Your Drink,Mac and Cheese,1-31
30,2024-05-01 12:06:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-30
30,2024-05-01 12:06:00,Cheddar Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-30
30,2024-05-01 12:06:00,Grilled Chicken,Choose Your Meats,Grilled Cheese Sandwich,1-30
30,2024-05-01 12:06:00,Bell Peppers,Choose Your Toppings,Grilled Cheese Sandwich,1-30
30,2024-05-01 12:06:00,No Drizzle,Choose Your Drizzles,Grilled Cheese Sandwich,1-30
30,2024-05-01 12:06:00,Garlic Bread,Choose Your Side,Grilled Cheese Sandwich,1-30
30,2024-05-01 12:06:00,Unlimited Fountain Drinks,Choose Your Drink,Grilled Cheese Sandwich,1-30
32,2024-05-01 12:08:00,Regular,Noods,Mac and Cheese,1-32
32,2024-05-01 12:08:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-32
32,2024-05-01 12:08:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-32
32,2024-05-01 12:08:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-32
32,2024-05-01 12:08:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-32
32,2024-05-01 12:08:00,Hot Honey,Choose Your Drizzles,Mac and Cheese,1-32
32,2024-05-01 12:08:00,No Side,Choose Your Side,Mac and Cheese,1-32
32,2024-05-01 12:08:00,No Drink,Choose Your Drink,Mac and Cheese,1-32
32,2024-05-01 12:08:00,Melted Cheddar,Choose Your Melted Cheese,Grilled Cheese Sandwich,1-32
32,2024-05-01 12:08:00,No Mac,Do you want Mac and Cheese added inside?,Grilled Cheese Sandwich,1-32
32,2024-05-01 12:08:00,Brisket,Choose Your Meats,Grilled Cheese Sandwich,1-32
32,2024-05-01 12:08:00,Parmesan,Choose Your Toppings,Grilled Cheese Sandwich,1-32
32,2024-05-01 12:08:00,Hot Honey,Choose Your Drizzles,Grilled Cheese Sandwich,1-32
32,2024-05-01 12:08:00,No Side,Choose Your Side,Grilled Cheese Sandwich,1-32
32,2024-05-01 12:08:00,No Drink,Choose Your Drink,Grilled Cheese Sandwich,1-32
34,2024-05-01 12:09:00,Regular,Noods,Mac and Cheese,1-34
34,2024-05-01 12:09:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-34
34,2024-05-01 12:09:00,Pulled Pork,Choose Your Meats,Mac and Cheese,1-34
34,2024-05-01 12:09:00,Brisket,Choose Your Meats,Mac and Cheese,1-34
34,2024-05-01 12:09:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-34
34,2024-05-01 12:09:00,BBQ,Choose Your Drizzles,Mac and Cheese,1-34
34,2024-05-01 12:09:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-34
34,2024-05-01 12:09:00,No Drink,Choose Your Drink,Mac and Cheese,1-34
33,2024-05-01 12:09:00,Regular,Noods,Mac and Cheese,1-33
33,2024-05-01 12:09:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-33
33,2024-05-01 12:09:00,Brisket,Choose Your Meats,Mac and Cheese,1-33
33,2024-05-01 12:09:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-33
33,2024-05-01 12:09:00,Tomatoes,Choose Your Toppings,Mac and Cheese,1-33
33,2024-05-01 12:09:00,Mushrooms,Choose Your Toppings,Mac and Cheese,1-33
33,2024-05-01 12:09:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-33
33,2024-05-01 12:09:00,Hot Honey,Choose Your Drizzles,Mac and Cheese,1-33
33,2024-05-01 12:09:00,No Side,Choose Your Side,Mac and Cheese,1-33
33,2024-05-01 12:09:00,No Drink,Choose Your Drink,Mac and Cheese,1-33
35,2024-05-01 12:10:00,Regular,Noods,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Grilled Chicken,Choose Your Meats,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Corn,Choose Your Toppings,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Breadcrumbs,Choose Your Toppings,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Garlic Parmesan,Choose Your Drizzles,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Cheesy Garlic Bread,Choose Your Side,Mac and Cheese,1-35
35,2024-05-01 12:10:00,Unlimited Fountain Drinks,Choose Your Drink,Mac and Cheese,1-35
36,2024-05-01 12:12:00,Regular,Noods,Mac and Cheese,1-36
36,2024-05-01 12:12:00,Cheddar,Choose Your Cheese,Mac and Cheese,1-36
36,2024-05-01 12:12:00,Bacon,Choose Your Meats,Mac and Cheese,1-36
36,2024-05-01 12:12:00,Parmesan,Choose Your Toppings,Mac and Cheese,1-36
36,2024-05-01 12:12:00,No Drizzle,Choose Your Drizzles,Mac and Cheese,1-36
36,2024-05-01 12:12:00,No Side,Choose Your Side,Mac and Cheese,1-36
36,2024-05-01 12:12:00,No Drink,Choose Your Drink,Mac and Cheese,1-36
37,2024-05-01 12:16:00,Regular,Noods,Mac and Cheese,1-37
37,2024-05-01 12:16:00,Pepper Jack,Choose Your Cheese,Mac and Cheese,1-37
37,2024-05-01 12:16:00,No Meat,Choose Your Meats,Mac and Cheese,1-37
37,2024-05-01 12:16:00,Broccoli,Choose Your Toppings,Mac and Cheese,1-37
37,2024-05-01 12:16:00,Corn,Choose Your Toppings,Mac and Cheese,1-37
37,2024-05-01 12:16:00,Onions,Choose Your Toppings,Mac and Cheese,1-37
37,2024-05-01 12:16:00,Jalapenos,Choose Your Toppings,Mac and Cheese,1-37
37,2024-05-01 12:16:00,Bell Peppers,Choose Your Toppings,Mac and Cheese,1-37
